"mz","rt","X500_700_Neg_jgu1.mzXML","X500_700_Neg_jgu2.mzXML","X500_700_Neg_jgw1.mzXML","X500_700_Neg_jgw2.mzXML","X500_700_Neg_nju1.mzXML","X500_700_Neg_nju2.mzXML","X500_700_Neg_njw1.mzXML","X500_700_Neg_njw2.mzXML","X500_700_Neg_oju2.mzXML","X500_700_Neg_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
651.586975097656,8.90215,100,100,301195.84375,100,173939.9375,76889.8828125,21224706,76499.03125,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.603210449219,8.09596666666667,100,100,100,100,100,100,696922.5,100,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.645487467448,10.9791666666667,100,100,100,100,392374,429952.6875,446457.46875,402531.65625,100,100,7,"C43H84N4O","-0.149637619455488","-4.41641913301862","-4.56605675247411","CCCCCCCCCc1cc(CNCCCCCCN)c(C)c(CNCCCNCCCOCC(CCCCC)CC(CC)CC)c1","45431","[M-H-H2O]-","0",0,"0","0","0","-4.56605675247411",0
654.037536621094,6.88911666666667,212026.8125,288383.8125,285126.5,225084.3125,100,100,100,100,100,46599.7578125,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
654.31298828125,6.4028,165757.21875,125314.5546875,159915.203125,142763.765625,100,100,100,100,502447.96875,1028447.625,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
654.46348063151,9.33401666666667,100,100,100,100,183538.5625,222214.3125,50723.109375,189886.3125,100,100,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
654.534159342448,9.92288333333333,1908684.625,6950985.5,1881072.25,5106107,100,100,52887.04296875,100,100,100,2,"C39H72O7","-0.573711362268312","-3.44227064479603","-5.01598200706434","CCCCCCC(O)C/C=C/CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC\C=C\CC(O)CCCCCC","18541","[M]-","0",0,"0","0.5","0","-4.51598200706434",0
654.567667643229,10.9859166666667,107234.5390625,100,2024621.25,187914.5,1911023.125,1551855.375,189072.28125,2174708.75,100,100,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
654.57920328776,10.32675,328548.90625,422386.375,95227.78125,141043.125,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.583801269531,8.90215,100,100,74895.625,100,100,100,6962604,57578.41015625,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
654.587036132812,8.90215,100,100,74895.625,100,100,100,8891135,57578.41015625,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
654.603637695312,10.3469,274829.96875,127143.03125,16180173,130519.921875,8087474.5,5837117,12651028,10846659,100,100,3,"C14H4Cl12O","-1.39032992919742","0.00995033085316809","-2.24244856386149","ClC1=C(Cl)C2(Cl)C3C(OC4C3C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl)C1(Cl)C2(Cl)Cl","18956","[M+Cl]-","0",0,"0","0","0","0",0
